Name,Website
PETROLIMEX SINGAPORE PTE LTD,
PETRON SINGAPORE TRADING PTE LTD,
PETROSERAYA PTE LTD,
PETROSIN CORPORATION PTE LTD,
PFAFF INDUSTRIAL SINGAPORE PTE LTD,
PFE TECHNOLOGIES PTE LTD,
PFIZER ASIA MANUFACTURING PTE LTD,
PFIZER ASIA PACIFIC PTE LTD,
PFIZER PTE LTD,
PFS PTE LTD,
PGS DESIGN PTE LTD,
PH HYDRAULICS & ENGINEERING PTE LTD,
PH PROPERTIES PTE LTD,
PHANG & CO,
PHARMACEUTICAL SOCIETY OF SINGAPORE,
PHARMED IMPORT & EXPORT PTE LTD,
PHEIM ASSET MANAGEMENT (ASIA) PTE LTD,
PHILIP CORNES SOUTH EAST ASIA PTE LTD,
PHILIP MORRIS SINGAPORE PTE LTD,
PHILIPPINE NATIONAL BANK,
PHILIPS ELECTRONICS SINGAPORE PTE LTD,
PHILIPS ELECTRONICS SINGAPORE PTE LTD (PHILIPS MEDICAL SYSTEMS),
PHILLIP CAPITAL PTE LTD,
PHILLIP FUTURES PTE LTD,
PHILLIP PRIVATE EQUITY PTE LTD,
PHILLIP SECURITIES PTE LTD,
PHILLIPS 66 INTERNATIONAL TRADING PTE LTD,
PHILMA INDUSTRIAL PTE LTD,
PHONEWERKZ PTE LTD,
PHOON HUAT & CO (PTE) LTD,
PHOSAGRO ASIA PTE LTD,
PHOTO & CONSUMER INVESTMENTS PTE LTD,
PHOTRONICS SINGAPORE PTE LTD,
PIAGET CHEMICALS & MANUFACTURING PTE LTD,
PICA DIGITAL PTE LTD,
PICO ART INTERNATIONAL PTE LTD,
PICO ELECTRONICS (S) PTE LTD,
PICO GUARDS PTE LTD,
PICTET ASIA PTE LTD,
PICTURE COMMUNICATION,
PIL LOGISTICS PTE LTD,
PILOT PEN (S) PTE LTD,
PIL-PSA SINGAPORE TERMINAL PTE LTD,
PIN CORPORATION PTE LTD,
PIN LIANG ENTERPRISES,
PIN PIN PLASTER DESIGNS AND DECOR,www.pinpin.com.sg
PIN PRESS PTE LTD,
PINEDALE TRADING PTE LTD,
PINNACLE DEVELOPMENT PTE LTD,
PINNACLE REALTY PTE LTD,
PINNACLE TRAVEL SERVICES PTE LTD,
PINNACLE WORLD TRANSPORT PTE LTD,
PINPOINT PTE LTD,
PIONEER DISTRICENTRE PTE LTD,
PIONEER ELECTRONICS ASIACENTRE PTE LTD,
PIONEER MANAGEMENT SERVICES PTE LTD,
PIONEER OFFSHORE ENTERPRISES PTE LTD,
PIONEER SPRING RESTAURANT (S) PTE LTD,
PIONEERS & LEADERS (PUBLISHERS) PTE LTD,
PIPE-JACK ENGINEERING & CONSTRUCTION PTE LTD,
PIXELMETRIX CORPORATION PTE LTD,
PKF ADVISORY PTE LTD,
PLANAR ONE & ASSOCIATES PTE LTD,
PLANER CHEVAL TECH PTE LTD,
PLANET TELECOMS (S) PTE LTD,
PLANT & MILL SUPPLIES PTE LTD,
PLANT ELECTRICAL INSTRUMENTATION PTE LTD,
PLANT GENERAL SERVICES PTE LTD,www.peceng.com
PLASTICPLUS PTE LTD,
PLASTICSCOMMERCE PTE LTD,
PLATTS TRADING (S) PTE LTD,
PLAYBOX DISTRIBUTION PTE LTD,
PLEXCHEM TECHNOLOGIES PTE LTD,
PLY MASTER PTE LTD,
PM COAST MARITIME (S) PTE LTD,
PM CONTROL SYSTEMS PTE LTD,
PMC SERVICES PTE LTD,
PMC SOLUTION,
PMG ASIA PACIFIC PTE LTD,
PMI (F E) PTE LTD,
PN REALTY PTE LTD,
PNE APPLIANCE CONTROLS PTE LTD,
PNE INDUSTRIES LTD,
PNE MICRON HOLDINGS LTD,
PNE PCB PTE LTD,
PNE TRANSLITE PTE LTD,
POE SHIPPING PTE LTD,
POET SHIPBUILDING & ENGINEERING PTE LTD,
POEY HUAT HARDWARE (S) PTE LTD,
POH CHEONG CONCRETE PRODUCT PTE LTD,
POH CHEONG PRE-CAST PTE LTD,
POH GUAN HO INVESTMENTS PTE LTD,
POH HENG JEWELLERY PTE LTD,
POH LEONG TRACTORS PTE LTD,
POH TIONG CHOON HOLDINGS (PTE) LTD,
POH TIONG CHOON LOGISTICS LIMITED,
POH TIONG CHOON SHIPPING (PTE) LTD,
POH WAH MACHINERY & TRADING PTE LTD,
POKET PTE LTD,
POKKA CORPORATION (SINGAPORE) PTE LTD,
POKKA SALES & MARKETING PTE LTD,
POLAR HOLDINGS PTE LTD,
POLAR PUFFS & CAKES PTE LTD,
POLARIS LTD,
POLLISUM ENGINEERING PTE LTD,
POLLUX PROPERTIES LTD,
POLSIN PTE LTD,
POLTRONA FRAU (ASIA-PACIFIC) PTE LTD,
POLY BUILDING CONSTRUCTION PTE LTD,
POLY INDUSTRIES TRADING (PTE) LTD,
POLY RESOURCES PTE LTD,
POLYBUILDING (S) PTE LTD,
POLYCOM ASIA PACIFIC PTE LTD,
POLYCORE ENTERPRISE PTE LTD,
POLYCORE OPTICAL (PTE) LTD,
POLYMET SA (S) PTE LTD,
POLYMOULD GRAPHIC (S) PTE LTD,
POLYONE SINGAPORE PTE LTD,
POLYPLASTICS ASIA PACIFIC SINGAPORE PTE LTD,
POLYTECH COMPONENT PTE LTD,
POLYTEK ENGINEERING,
POLYTRUST TECHNOLOGIES (S) PTE LTD,
P-ONE (S) PTE LTD,
PONGGOL SEAFOOD HOLDINGS PTE LTD,
PONIE INTERNATIONAL PTE LTD,
PONTIAC HOTEL PTE LTD,
PONTIAC INVESTMENTS PTE LTD,
PONTIAC LAND PTE LTD,
PONTIAC PROPERTIES PTE LTD,
PONTIREP INVESTMENT PTE LTD,
POON HUP SENG PHOTOGRAPHY TRADING PTE LTD,
POPULAR BOOK CO PTE LTD,http://www.popularworld.com
POPULAR HOLDINGS LIMITED,www.popularworld.com
POPULAR LAND PTE LTD,
PORITE SINGAPORE PTE LTD,
PORTALPEOPLE.NET PTE LTD,
PORTEK INTERNATIONAL PTE LTD,
PORTEK SYSTEMS & EQUIPMENT PTE LTD,
PORTIGON AG,
PORTRAIT GALLERY,
POSH MARITIME PTE LTD,
POSH SEMCO PTE LTD,
POSSEHL ELECTRONICS (S) PTE LTD,
POSTURE OFFICE CHAIR MANUFACTURE,
POWEN ELECTRICAL ENGINEERING PTE LTD,
POWER DIESEL ENGINEERING PTE LTD,
POWER TREE PTE LTD,
POWER WORKS PTE LTD,
POWERGAS LTD,
POWERLITE ENGINEERING PTE LTD,
POWERMATIC DATA SYSTEMS LTD,
POWERPAC PAPER PRODUCTS PTE LTD,
POWERSOURCE INTERNATIONAL PTE LTD,
PPD DEVELOPMENT (S) PTE LTD,
PPG COATINGS (SINGAPORE) PTE LTD,
PPG INDUSTRIES (SINGAPORE) PTE LTD,
PPL SHIPYARD PTE LTD,
PRACTICAL ELECTRONICS PTE LTD,
PRAMERICA REAL ESTATE INVESTORS (ASIA) PTE LTD,
PRATT & WHITNEY CANADA (SEA) PTE LTD,
PRATT & WHITNEY SERVICES PTE LTD,
PRECICON D&C PTE LTD,
PRECIOUS TREASURE PTE LTD,
PRECISE DEVELOPMENT PTE LTD,
PRECISION AUTO AIR CONDITIONING CO PTE LTD,
PRECISION CAPITAL PTE LTD,
PRECISION CIRCUIT MANUFACTURERS PTE LTD,
PRECISION MAGNETICS TUAS PTE LTD,
PRECISION TECHNOLOGIES PTE LTD,www.pretech.com.sg
PREFAB TECHNOLOGY 3 PTE LTD,
PREMIER CORPORATION PTE LTD,
PREMIER ECO-CARE PTE LTD,www.premiereco.com.sg
PREMIER FOOD ENTERPRISE PTE LTD,
PREMIER SEA & LAND PTE LTD,
PREMIER TAXIS PTE LTD,
PRENCEPAK PTE LTD,
PRESCIENT SYSTEMS & TECHNOLOGIES PTE LTD,
PRESCO SCAFFOLDING & SERVICES PTE LTD,
PRESIDENT INTERNATIONAL (PTE) LTD,
PRESIDENT MARINE PTE LTD,
PRESSCRETE ENGINEERING PTE LTD,
PRESTIGE CARS PTE LTD,
PRESTIGE ENVIRO-CARE PTE LTD,www.prestigecare.com.sg
PRICEWATERHOUSECOOPERS CORPORATE FINANCE PTE LTD,
PRICEWATERHOUSECOOPERS LLP,
PRICEWATERHOUSECOOPERS MANAGEMENT SERVICES PTE LTD,
PRICEWATERHOUSECOOPERS S.E. ASIA HOLDING PTE LTD,
PRICEWATERHOUSECOOPERS SERVICES PTE LTD,
PRIDE-CHEM INDUSTRIES PTE LTD,
PRIGO AGRO-INDUSTRIES PTE LTD,
PRIMA FOOD PTE LTD,
PRIMA LIMITED,
PRIMA MODERN MACHINERY PTE LTD,
PRIMA PORTFOLIO PTE LTD,
PRIMA TOWER REVOLVING RESTAURANT,
PRIME AROMATICS PTE LTD,
PRIME CAR RENTAL & TAXI SERVICES PTE LTD,
PRIME EXPRESS TRAVEL PTE LTD,
PRIME MART TRADING PTE LTD,
PRIME MINISTER'S OFFICE,
PRIME PRODUCTS PTE LTD,
PRIME STRUCTURES ENGINEERING PTE LTD,
PRIME SUPERMARKET (1996) PTE LTD,
PRIME SUPERMARKET LIMITED,
PRIME TRAVEL & TOUR PTE LTD,
PRIMEPARTNERS CORPORATE FINANCE PTE LTD,
PRIMESAFE SECURITY AND INVESTIGATION PTE LTD,
PRIMESTAFF MANAGEMENT SERVICES PTE LTD,
PRIMEYIELD ENTERPRISE PTE LTD,
PRIMO MICROPHONES SINGAPORE (PTE) LTD,
PRINCE'S FLOWER SHOP PTE LTD,
PRINCE'S LANDSCAPE & CONSTRUCTION PTE LTD,
PRINT DYNAMICS (S) PTE LTD,
PRINT MACHINERY SERVICES PTE LTD,
PRINT ORIENT PTE LTD,
PRINTER SUPPLIES PTE LTD,
PRINTRONIX SCHWEIZ GMBH,
PRINTWERKZ SOLUTIONS PTE LTD,
PRISCO (SINGAPORE) PTE LTD,
PRISTINE CONSUMER HEALTHCARE PTE LTD,
PRITAM SINGH GILL & CO,
PRIVACY SOLUTION PTE LTD,www.privacysolution.com.sg
PRO SERVICES & TRANSPORT,
PROBO PACIFIC LIMITED,
PROCOMP PRINTSET PTE LTD,
PROCTER & GAMBLE (ASIA) PTE LTD,
PROCTER & GAMBLE INTERNATIONAL OPERATIONS PTE LTD,
PROCTER & GAMBLE SINGAPORE PTE LTD,
PRO-DATECH SYSTEMS PTE LTD,
PRODUCT & PRODUCE PTE LTD,
PRODUCTS PURCHASING & SUPPLY SERVICES,
"PROFESSIONAL ENGINEERS BOARD, SINGAPORE",
PROFINDO PTE LTD,
PROGEN HOLDINGS LTD,
PROGRESS GALVANIZING PTE LTD,www.progress-singapore.com.sg
PROGRESS SOFTWARE CORPORATION (S) PTE LTD,
PROGRESS TOOLS PTE LTD,
PROGRESSION INDUSTRIES PTE LTD,
PROGRESSIVE BUILDERS PTE LTD,
PROGRESSIVE INDUSTRIAL EQUIPMENT CO,
PROJECT MARINE ENGINEERING PTE LTD,
PROLINE PTE LTD,
PROMAX PCB DESIGN AND ENGINEERING,
PROMINENT FLUID CONTROLS (F.E.) PTE LTD,
PROMODE DESIGN & MARKETING PTE LTD,
PRONET SUPPLY CHAIN PTE LTD,
PROPELL INTEGRATED PTE LTD,
PROPERTYBANK PTE LTD,
PROPNEX GRANDEUR HOMES PTE LTD,
PROPNEX INTERNATIONAL PTE LTD,
PROPNEX REALTY PTE LTD,
PROSAFE RIGS PTE LTD,
PROSEC SERVICES PTE LTD,
PROSERVE ENTERPRISES PTE LTD,
PROSIMMON GOLF CENTRE PTE LTD,
PROSPEC ELECTRONICS ENGINEERING PTE LTD,
PROSPER MARINE PTE LTD,
PROSPER REALTY PTE LTD,
PROSPERCO INTERNATIONAL PROPERTY CONSULTANTS PTE LTD,
PROSPERITY ELECTRONICS CO PTE LTD,
PROTEC DRYMIX PTE LTD,
PRO-TEC GLOBAL PTE LTD,
PROTON SINGAPORE PTE LTD,
PROTOOL ENGINEERING ENTERPRISES PTE LTD,
PROVAC INTERNATIONAL PTE LTD,
PROVIDENCE HERITAGE CONSULTING PTE LTD,www.providenceheritage.com
PROWAY ENGINEERING PLASTIC PTE LTD,
PROWESS ENGINEERS PTE LTD,
PRU LIFE ASSURANCE LIMITED,
PRUDENTIAL ASSURANCE COMPANY SINGAPORE (PTE) LIMITED,www.prudential.com.sg
PRUDENTIAL SINGAPORE HOLDINGS PTE LTD,
PS FASTENERS PTE LTD,
PSA CORPORATION LTD,
PSA INTERNATIONAL PTE LTD,
PSA MARINE (PTE) LTD,
PSB ACADEMY PTE LTD,
PSB TECHNOLOGIES PTE LTD,www.psb-technologies.com
PSC EXPRESS PTE LTD,
PSC FREYSSINET (SINGAPORE) PTE LTD,
P-SERV PTE LTD,
PSG ASIA PTE LTD,
PSL ENGINEERING PTE LTD,
PSL HOLDINGS LIMITED,
PT BANK MANDIRI (PERSERO) TBK.,
PT. BANK NEGARA INDONESIA (PERSERO) TBK,
PTC BUSINESS SYSTEMS PTE LTD,
PTC COPIER MACHINES & SUPPLIES PTE LTD,
PTC SYSTEM (S) PTE LTD,
PTERIS GLOBAL LIMITED,
PTT INTERNATIONAL TRADING PTE LTD,
PU TIEN HOLDINGS PTE LTD,
PU TIEN RESTAURANT PTE LTD,
"PUB, THE NATIONAL WATER AGENCY",
PUBLIC SERVICE COMMISSION,
PUBLIC TRANSPORT COUNCIL,
PUBLICIS SINGAPORE PTE LTD,
PUBLICIST PR PTE LTD,
PUERTOAZUL PTE LTD,
PULAU PROPERTIES (PTE) LTD,
PULSE ELECTRONICS (S) PTE LTD,
PUMAS AUTOMATION & ROBOTICS PTE LTD,
PUMPS & GENERAL PTE LTD,http://www.pumpsgeneral.com/
PURPLE SAGE PTE LTD,
PURPLETRAIN.COM PTE LTD,
PUTRA NIAGA CORPORATION PTE LTD,
PUTRA WATER TREATMENT PTE LTD,
PV OIL SINGAPORE PTE LTD,
PVS INTERNATIONAL (S) PTE LTD,
PYROGARD TECHNOLOGIES PTE LTD,
Q & M DENTAL GROUP (SINGAPORE) LIMITED,
Q & M ENTERPRISES PTE LTD,
QA COPIER & SUPPLIES PTE LTD,
QA SYSTEMS PTE LTD,
QAF LIMITED,
QAI CERTIFICATION PTE LTD,www.qaic-singapore.com
QB FOOD TRADING PTE LTD,
QBE INSURANCE (INTERNATIONAL) LTD,
QI QI FROZEN FOOD PTE LTD,
QIAN HU CORPORATION LIMITED,
QIO CRE8TIVES,
QIOPTIQ SINGAPORE PTE LTD,
QMT INDUSTRIAL & SAFETY PTE LTD,
Q'S PRINT PTE LTD,
QSM INTERNATIONAL PTE LTD,
QSS SAFETY PRODUCTS (S) PTE LTD,
QT SOLUTECH PTE LTD,
QUADREP MARKETING (S) PTE LTD,
QUALCOMM CDMA TECHNOLOGIES ASIA PACIFIC PTE LTD,
QUALI-TECH INDUSTRIES PTE LTD,
QUALITEK SINGAPORE PTE LTD,
QUALITY HOTEL MARLOW,
QUANTEL PTE LTD,
QUANTIUM SOLUTIONS (SINGAPORE) PTE LTD,
QUANTIUM SOLUTIONS DISTRIBUTION PTE LTD,
QUANTIUM SOLUTIONS INTERNATIONAL PTE LTD,
QUANTUM AUTOMATION PTE LTD,
QUANTUM STORAGE (SOUTH ASIA) PTE LTD,
QUANTUMLEAP HEALTHCARE PTE LTD,
QUBE STUDIO PTE LTD,
QUEBEC LEISURE INTERNATIONAL PTE LTD,
QUEK & QUEK CIVIL ENGINEERING PTE LTD,
QUEK HOCK SENG CONSTRUCTION PTE LTD,
QUELL PTE LTD,
QUEST TECHNOLOGY (S) PTE LTD,www.quest-tech.com.sg
QUICKPACK S'PORE PTE LTD,
QUICSEAL CONSTRUCTION CHEMICALS PTE LTD,
QUINTILES EAST ASIA PTE LTD,
QURESHI'S CARPETS PTE LTD,
QXY RESOURCES PTE LTD,
Q'ZIN FOOD & MANAGEMENT PTE LTD,
R & D HOLDINGS PTE LTD,
R CHANDRAN & CO,
R CUBE TECHNOLOGIES PTE LTD,www.rcubetech.com.sg
R H ENERGY LTD,
R J LONDON CHEMICAL (S) PTE LTD,
R K INSTRUMENTS (S) PTE LTD,
R RAMASON,
R&V VERSICHERUNG AG,
R. GLAZEN SINGAPORE PTE LTD,
R. N. AJAY PTE LTD,
R.S.H. SPORTS (S) PTE LTD,
R1 INTERNATIONAL PTE LTD,
"RABOBANK INTERNATIONAL, SINGAPORE BRANCH",
RACER TECHNOLOGY PTE LTD,
RADHA EXPORTS PTE LTD,
RADIANCE COMMUNICATIONS PTE LTD,
RADIANCE GROUP LIMITED,
RADIANTECH ENGINEERING PTE LTD,
RADIUS DESIGN & CONSTRUCTION PTE LTD,
RADUGA PTE LTD,
RAFFEMET PTE LTD,
RAFFLES BUNKERING PTE LTD,
RAFFLES COUNTRY CLUB,
RAFFLES FINANCIAL CENTRE PTE LTD,
RAFFLES HOME AUDIO PTE LTD,
RAFFLES HOSPITAL PTE LTD,
RAFFLES HOTEL,
RAFFLES HOTELS & RESORTS,
RAFFLES MARINA LTD,
RAFFLES MEDICAL GROUP LTD,
RAFFLES SHIPBROKERS (S) PTE LTD,
RAFFLES SHIPMANAGEMENT SERVICES PTE LTD,
RAFFLES SHIPPING & INVESTMENT PTE LTD,
RAFFLES SHIPPING CORPORATION PTE LTD,
RAFFLES SHIPPING INTERNATIONAL PTE LTD,
RAFFLES TOWN CLUB PTE LTD,
RAIFFEISEN BANK INTERNATIONAL AG,
RAJAH & TANN LLP,
RALS INTERNATIONAL PTE LTD,
RAM I PTE LTD,
RAM LIMOUSINES & TRANSPORTS PTE LTD,www.ramlimousines.com
RAMANICO TRADING & INVESTMENTS PTE LTD,
RAMBA ENERGY LIMITED,
RAMDAS & WONG,
RANK BOOKS,
RANKINE & HILL (S) PTE LTD,
RANSON PTE LTD,
RAS CONSULTANCY SERVICES PTE LTD,
RAS CORPORATE SECRETARIAL SERVICES PTE LTD,
RASEL CATERING SINGAPORE PTE LTD,www.rasel.com.sg
RAVINDRAN ASSOCIATES,
RAY TECH ACOT SINGAPORE PTE LTD,
RAYCO OILFIELD SERVICES & ENGINEERING PTE LTD,
RAYCO PROACTIVE MAINTENANCE SYSTEMS,
RAYCO TECHNOLOGIES PTE LTD,
RAYMOND CONSTRUCTION PTE LTD,
RAYNEY WONG & ERIC NG,
RAYONG OLEFINS (SINGAPORE) PTE LTD,
RAYTRONICS PTE LTD,
RBC DEXIA TRUST SERVICES SINGAPORE LIMITED,
RC COMPONENTS PTE LTD,
RC HOTELS (PTE) LTD,
RCL FEEDER PTE LTD,
RCL INDUSTRIAL PRODUCTS PTE LTD,
RCMA COMMODITIES ASIA PTE LTD,
RCMA GROUP PTE LTD,
RDC ARCHITECTS PTE LTD,
REACH INTERNET SERVICES PTE LTD,
REACS PRECISION PTE LTD,
READY CARS ASIA PACIFIC (PTE) LTD,
REAL ESTATE DEVELOPERS' ASSOCIATION OF SINGAPORE (REDAS),
REBMIT MARKETING PTE LTD,
REC CELLS PTE LTD,
REC SOLAR PTE LTD,
RECRUIT EXPRESS (TAIWAN) PTE LTD,
RECRUIT EXPRESS PTE LTD,
RECRUIT EXPRESS SERVICES PTE LTD,
RECTITUDE PTE LTD,www.rectitude.com.sg
RECYCLE POINT PTE LTD,
RED DOT PAYMENT PTE LTD,
RED SENTRY PTE LTD,
REDINGTON DISTRIBUTION PTE LTD,
REDITECH SERVICES (S) PTE LTD,
REDOX CHEMICAL PTE LTD,
REDWOOD INTERIOR PTE LTD,
REED ELSEVIER (SINGAPORE) 2008 PTE LTD,
REEF LODGE PTE LTD,
REFLEX PACKAGING (S) PTE LTD,
REFLEX-O RECREATIONS PTE LTD,
REFUSERVICE PTE LTD,
REGENCY STEEL ASIA PTE LTD,
REGIN HOTEL,
REGION DEVELOPMENT PTE LTD,
REGION SUPPLIERS PTE LTD,
REGIONAL CONTAINER LINES PTE LTD,
REGIONAL PRESS,
REGIONAL RUBBER TRADING CO PTE LTD,View Map
REICHLE + DE-MASSARI FAR EAST (PTE) LTD,
REIN BIOTECH SERVICES PTE LTD,
REJOICE CONSTRUCTION & DECOR CO PTE LTD,View Map
REJOICE CONTAINER SERVICES (PTE) LTD,
RELEX ILLUMINATION PTE LTD,
RELIANCE NATIONAL ASIA RE PTE LTD,
RELIANCE TRAVEL AGENCIES (S) PTE LTD,
REMEDIOS & CO,
REMY COINTREAU INTERNATIONAL PTE LTD,
RENAL THERAPY CENTRE PTE LTD,
RENAL THERAPY SERVICES PTE LTD,
RENDEZVOUS GRAND HOTEL SINGAPORE,
RENESAS ELECTRONICS SINGAPORE PTE LTD,
RENESAS SEMICONDUCTOR SINGAPORE PTE LTD,
RENESOLA SINGAPORE PTE LTD,
RENOVATION AND DECORATION ADVISORY CENTRE (RADAC),
RENPICTURE,
RENTOKIL INITIAL (S) PTE LTD,
REPRESENTATIONS INTERNATIONAL PTE LTD,
REPUBLIC ADVERTISING CONSULTANTS,
REPUBLIC AUTO PTE LTD,
REPUBLIC HOTELS & RESORTS LTD,
REPUBLIC POLYTECHNIC,
RESEARCH PLUS PTE LTD,
RESEARCH TECHNOLOGY PTE LTD,
RESIN & PIGMENT TECHNOLOGIES PTE LTD,
RESONA BANK LTD,
RESORTS CONCEPT PTE LTD,
RESORTS WORLD AT SENTOSA PTE LTD,
RESOURCE PILING PTE LTD,www.resource-piling.com.sg
RESOURCECO ASIA PTE LTD,
RESTAURANT ASSOCIATION OF SINGAPORE,
REUTERS ASIA PTE LTD,
REUTERS SINGAPORE PTE LTD,
REVERES MANAGEMENT ASSOCIATES PTE LTD,
REXEL SINGAPORE PTE LTD,
RF INSTRUMENTS PTE LTD,www.rf-instruments.com
RH PETROGAS LIMITED,
RH SYNERGY (S) PTE LTD,
RHB BANK BERHAD,
RHEEM MANUFACTURING COMPANY (SINGAPORE) PTE LTD,
RHEMA EVENTS & ARTS SERVICES PTE LTD,
RHEMA MOVERS PTE LTD,
RHODIA ASIA PACIFIC PTE LTD,
RI DONG CORPORATION PTE LTD,
RIC MARINE PTE LTD,
RICARDO CARS PTE LTD,
RICH ENGINEERING PTE LTD,
RICHARD HUNG JEWELLERS (PRIVATE) LIMITED,
RICHARDSON ELECTRONICS PTE LTD,
RICHCO ELECTRONICS PTE LTD,
RICHEE ENGINEERING ENTERPRISE PTE LTD,
RICHEMONT LUXURY (S) PTE LTD,
RICHLAND LOGISTICS SERVICES PTE LTD,
RICHMOND HOTEL PTE LTD,
RICHVEIN PTE LTD,
RICOH (SINGAPORE) PTE LTD,
RICON PTE LTD,www.ricon.com.sg
RIDDANCE ENVIRONMENTAL SERVICES AND PEST MANAGEMENT PTE LTD,www.riddance.com.sg
RIDER LEVETT BUCKNALL LLP,
RIGEL TECHNOLOGY (S) PTE LTD,
RIGGINGS & GEARS TESTING CENTRE,
RIGHT CONSTRUCTION PTE LTD,
RIGHT MANAGEMENT SINGAPORE PTE LTD,
RIGHT-SPACE PTE LTD,
RIKA DENSHI SINGAPORE PTE LTD,
RILECART PTE LTD,www.wirebind.com
RILICO SINGAPORE PTE LTD,
RINA HONG KONG LIMITED (SINGAPORE BRANCH),
RIO TINTO IRON ORE ASIA PTE LTD,
RIO TINTO MARKETING PTE LTD,
RIO TINTO MINERALS ASIA PTE LTD,
RIO TINTO PROCUREMENT (SINGAPORE) PTE LTD,
RIO TINTO SHIPPING (ASIA) PTE LTD,
RIO TINTO SINGAPORE HOLDINGS PTE LTD,
RIPPLEDOT CAPITAL ADVISERS PTE LTD,
RIPPLEWERKZ PRIVATE LIMITED,
RISIS PTE LTD,
RISK & INSURANCE MANAGEMENT ASSOCIATION OF SINGAPORE,
RITA HAQUE CONSULTANCY PTE LTD,
RITA METAL & WOODEN FURNITURE CONSTRUCTION PTE LTD,
RITCHIE & BISSET (FAR EAST) PTE LTD,
RITCHMEN (S) PTE LTD,
RIVER EAST ENTERPRISES PTE LTD,
RIVER ELECTRONICS (SINGAPORE) PTE LTD,
RIVER VIEW HOTEL,
RIVERBED TECHNOLOGY PTE LTD,
RIVERHUB PTE LTD,
RIVIERA PROPERTIES PTE LTD,
RIYA INFOTECH SOLUTIONS PTE LTD,
RJ CONTRACT PTE LTD,www.rjcontract.com.sg
RJ INDUSTRIAL SUPPLIER PTE LTD,
RJ PAPER PTE LTD,
RMA CONTRACTS PTE LTD,
RMG RENT-A-CAR PTE LTD,
RMG TRAVEL PTE LTD,
RMH SINGAPORE PTE LTD,
ROBERT BOSCH (SEA) PTE LTD,
ROBERT BOSCH SECURITY SOLUTIONS PTE LTD,
ROBERT KHAN & CO PTE LTD,
ROBERT WALTERS (S) PTE LTD,
ROBERT WANG & WOO LLC,
ROBERTSON AUDIO (PTE) LTD,
ROBERTSON QUAY DEVELOPMENT PTE LTD,
ROBERTSON QUAY HOTEL,
ROBERTSON QUAY INVESTMENT PTE LTD,
ROBIN HOLDINGS (PTE) LTD,
ROBINSON & CO (S) PTE LTD,
ROBINSON AND CO PTE LTD,
ROCHE DIAGNOSTICS ASIA PACIFIC PTE LTD,
ROCHE SINGAPORE PTE LTD,
ROCHE SINGAPORE TECHNICAL OPERATIONS PTE LTD,
ROCK PRODUCTIONS PTE LTD,
ROCKWELL AUTOMATION ASIA PACIFIC BUSINESS CENTER PTE LTD,
ROCKWELL AUTOMATION SOUTHEAST ASIA PTE LTD,
ROCKWOOL BUILDING MATERIALS (SINGAPORE) PTE LTD,
RODIN PRINT,
RODRIGO TOCK & WILSON,
RODYK & DAVIDSON LLP,
ROECHLING ENGINEERING PLASTICS PTE LTD,
ROHAG SINGAPORE PTE LTD,
ROHAN + SIEW MANAGEMENT CONSULTANTS PTE LTD,
ROHAN • MAH & PARTNERS,
ROHAN • MAH MANAGEMENT CONSULTANTS PTE LTD,
ROHDE & SCHWARZ REGIONAL HEADQUARTERS SINGAPORE PTE LTD,
ROHM AND HAAS CHEMICALS SINGAPORE PTE LTD,
ROHM AND HAAS ELECTRONIC MATERIALS SINGAPORE PTE LTD,
ROHM AND HAAS SINGAPORE (PTE) LTD,
ROHM ELECTRONICS ASIA PTE LTD,
ROLEX S'PORE PTE LTD,
ROLLMAC EQUIPMENTS PTE LTD,
ROLLS-ROYCE SINGAPORE PTE LTD,
ROMADAS ARTS & ADVTG,
ROMAR POSITIONING EQUIPMENT PTE LTD,
RONG DE DISTRIBUTION PTE LTD,
RONG-YAO PTE LTD,
RONSOR ENGINEERING PTE LTD,
ROOTS COMMUNICATIONS PTE LTD,
ROPES TECHNOLOGY CORPORATION (FAR EAST) PTE LTD,
RORZE TECHNOLOGY SINGAPORE PTE LTD,www.rorze.com.sg
ROTA CORPORATION PTE LTD,
ROTARY ELECTRICAL CO (PTE) LTD,
ROTARY ENGINEERING LIMITED,
ROTARY IMC PTE LTD,
ROTARY PILING PTE LTD,
ROTOL SINGAPORE LTD,
ROTORK CONTROLS (SINGAPORE) PTE LTD,
ROTURBO PTE LTD,
ROWSLEY LTD,
ROXY HOMES PTE LTD,
ROYAL & SUN ALLIANCE INSURANCE PLC,
ROYAL BANK OF CANADA,
ROYAL BANK OF CANADA (ASIA) LTD,
"ROYAL BANK OF SCOTLAND ASIA MERCHANT BANK (SINGAPORE) LTD, THE",
"ROYAL BANK OF SCOTLAND N.V., THE",
"ROYAL BANK OF SCOTLAND PLC, THE",
ROYAL BRUNEI AIRLINES SDN BHD,
ROYAL CATERING SERVICES PTE LTD,
ROYAL CONCEPTS PTE LTD,
ROYAL GLOBAL EXPORTS PTE LTD,
ROYAL INSTITUTE OF INFOCOMM ENGINEERS PTE LTD,
ROYAL PLAZA ON SCOTTS,
RPL PTE LTD,
RQI PTE LTD,
RSD FIRE ENGINEERING PTE LTD,www.rsdfire23.com.sg
RSH LIMITED,
RSM CHIO LIM LLP,
RSP ARCHITECTS PLANNERS & ENGINEERS (PTE) LTD,
RTMT MOTOR PTE LTD,
